8.520887;spawner1;0.014;0.001
8.557884;spawner1;0.051;0.002
8.597034;spawner1;0.09;0.003
8.630077;spawner1;0.123;0.004
8.657541;spawner1;0.151;0.005
8.677849;spawner1;0.171;0.006
8.69439;spawner1;0.188;0.007
8.710955;spawner1;0.204;0.008
8.74931;spawner1;0.242;0.009
8.782068;spawner1;0.275;0.01
8.80991;spawner1;0.303;0.011
8.826614;spawner1;0.32;0.012
8.84319;spawner1;0.336;0.013
8.861344;spawner1;0.354;0.014
8.897889;spawner1;0.391;0.015
8.929504;spawner1;0.423;0.016
8.946228;spawner1;0.439;0.017
8.962702;spawner1;0.456;0.018
8.989504;spawner1;0.483;0.019
9.00996;spawner1;0.503;0.02
9.026368;spawner1;0.519;0.021
9.061602;spawner1;0.555;0.022
9.081468;spawner1;0.575;0.023
9.10984;spawner1;0.603;0.024
9.126856;spawner1;0.62;0.025
9.143074;spawner1;0.636;0.026
9.161598;spawner1;0.655;0.027
9.178648;spawner1;0.672;0.028
9.195631;spawner1;0.689;0.029
9.229228;spawner1;0.722;0.03
9.249103;spawner1;0.742;0.031
9.278408;spawner1;0.772;0.032
9.325387;spawner1;0.819;0.033
9.342335;spawner1;0.835;0.034
9.36229;spawner1;0.855;0.035
9.433864;spawner1;0.927;0.036
9.461071;spawner1;0.954;0.037
9.477792;spawner1;0.971;0.038
9.494411;spawner1;0.988;0.039
9.511038;spawner1;1.004;0.04
9.527765;spawner1;1.021;0.041
9.565878;spawner1;1.059;0.042
9.597331;spawner1;1.09;0.043
9.625774;spawner1;1.119;0.044
9.642489;spawner1;1.136;0.045
9.66162;spawner1;1.155;0.046
9.678502;spawner1;1.172;0.047
9.713211;spawner1;1.206;0.048
9.745399;spawner1;1.239;0.049
9.762486;spawner1;1.256;0.05
9.779141;spawner1;1.272;0.051
9.809805;spawner1;1.303;0.052
9.826707;spawner1;1.32;0.053
9.84304;spawner1;1.336;0.054
9.881869;spawner1;1.375;0.055
9.913217;spawner1;1.406;0.056
9.941504;spawner1;1.435;0.057
9.957979;spawner1;1.451;0.058
9.977422;spawner1;1.471;0.059
9.994316;spawner1;1.487;0.06
10.02898;spawner1;1.522;0.061
10.04933;spawner1;1.542;0.062
10.07332;spawner1;1.566;0.063
10.09376;spawner1;1.587;0.064
10.11045;spawner1;1.604;0.065
10.12724;spawner1;1.62;0.066
10.14579;spawner1;1.639;0.067
10.18154;spawner1;1.675;0.068
10.21337;spawner1;1.707;0.069
10.24165;spawner1;1.735;0.07
10.26193;spawner1;1.755;0.071
10.27899;spawner1;1.772;0.072
10.29537;spawner1;1.789;0.073
